########################################################################
# ROSSELAND MEAN OPACITY COEFFICIENTS                                  #
#----------------------------------------------------------------------#
# Lodders 2003                        # Abundances                     #
# Z = 0.04                            # Initial metallicity            #
#----------------------------------------------------------------------#
# X( 12C  ) = 6.57633E-03             # Initial mass fractions         #
# X( 14N  ) = 2.12946E-03                                              #
# X( 16O  ) = 1.76437E-02                                              #
# X( 20Ne ) = 3.10973E-03                                              #
# X( 24Mg ) = 1.51762E-03                                              #
# X( 28Si ) = 2.01981E-03                                              #
# X( 32S  ) = 1.06223E-03                                              #
# X( 40Ca ) = 1.91338E-04                                              #
# X( 48Ti ) = 6.63736E-06                                              #
########################################################################

# TABLE SUMMARY ########################################################
##     X          Y          Z         C/O       12C       14N     Alpha
37   0.8   0.158259   0.041741       0.600       1.2       1.2       1.0
38   0.8   0.156286   0.043714       0.749       1.5       1.2       1.0
39   0.8   0.154313   0.045687       0.898       1.8       1.2       1.0
40   0.8   0.152998   0.047002       0.997       2.0       1.2       1.0
41   0.8   0.151683   0.048317       1.096       2.2       1.2       1.0
42   0.8   0.146421   0.053579       1.492       3.0       1.2       1.0
43   0.5   0.458935   0.041065       0.501       1.0       1.5       1.0
44   0.5   0.457620   0.042380       0.600       1.2       1.5       1.0
45   0.5   0.455647   0.044353       0.749       1.5       1.5       1.0
46   0.5   0.453674   0.046326       0.898       1.8       1.5       1.0
47   0.5   0.452359   0.047641       0.997       2.0       1.5       1.0
48   0.5   0.451044   0.048956       1.096       2.2       1.5       1.0
49   0.5   0.445783   0.054217       1.492       3.0       1.5       1.0
50   0.7   0.258935   0.041065       0.501       1.0       1.5       1.0
51   0.7   0.257620   0.042380       0.600       1.2       1.5       1.0
52   0.7   0.255647   0.044353       0.749       1.5       1.5       1.0
53   0.7   0.253674   0.046326       0.898       1.8       1.5       1.0
54   0.7   0.252359   0.047641       0.997       2.0       1.5       1.0
55   0.7   0.251044   0.048956       1.096       2.2       1.5       1.0
56   0.7   0.245783   0.054217       1.492       3.0       1.5       1.0
57   0.8   0.158935   0.041065       0.501       1.0       1.5       1.0
58   0.8   0.157620   0.042380       0.600       1.2       1.5       1.0
59   0.8   0.155647   0.044353       0.749       1.5       1.5       1.0
60   0.8   0.153674   0.046326       0.898       1.8       1.5       1.0
61   0.8   0.152359   0.047641       0.997       2.0       1.5       1.0
62   0.8   0.151044   0.048956       1.096       2.2       1.5       1.0
63   0.8   0.145783   0.054217       1.492       3.0       1.5       1.0
########################################################################










##     X          Y          Z         C/O       12C       14N     Alpha
 1   0.5   0.460000   0.040000       0.501       1.0       1.0       1.0

                                          log R
log T -7.000 -6.500 -6.000 -5.500 -5.000 -4.500 -4.000 -3.500 -3.000 -2.500 -2.000 -1.500 -1.000 -0.500  0.000  0.500  1.000
3.200 -3.828 -3.089 -2.444 -2.074 -1.942 -1.902 -1.888 -1.882 -1.879 -1.876 -1.874 -1.872 -1.870 -1.867 -1.864 -1.861 -1.858
3.250 -4.784 -4.621 -4.217 -3.575 -2.850 -2.238 -1.877 -1.735 -1.688 -1.670 -1.661 -1.655 -1.651 -1.647 -1.643 -1.638 -1.633
3.300 -4.734 -4.712 -4.678 -4.579 -4.303 -3.771 -3.074 -2.402 -1.901 -1.633 -1.530 -1.491 -1.473 -1.462 -1.454 -1.446 -1.438
3.350 -4.550 -4.625 -4.650 -4.633 -4.586 -4.493 -4.248 -3.753 -3.081 -2.404 -1.867 -1.538 -1.389 -1.329 -1.300 -1.282 -1.267
3.400 -4.089 -4.188 -4.301 -4.408 -4.483 -4.502 -4.461 -4.346 -4.076 -3.567 -2.896 -2.233 -1.712 -1.385 -1.226 -1.152 -1.112
3.450 -3.836 -3.857 -3.902 -3.966 -4.049 -4.137 -4.200 -4.202 -4.124 -3.946 -3.614 -3.105 -2.480 -1.867 -1.402 -1.119 -0.972
3.500 -3.825 -3.801 -3.771 -3.745 -3.736 -3.742 -3.749 -3.738 -3.685 -3.569 -3.375 -3.099 -2.742 -2.302 -1.793 -1.301 -0.934
3.550 -3.725 -3.767 -3.775 -3.755 -3.710 -3.638 -3.539 -3.410 -3.248 -3.056 -2.838 -2.598 -2.334 -2.036 -1.703 -1.333 -0.945
3.600 -3.259 -3.406 -3.531 -3.622 -3.665 -3.649 -3.561 -3.384 -3.116 -2.792 -2.454 -2.131 -1.832 -1.548 -1.264 -0.970 -0.662
3.650 -2.554 -2.759 -2.950 -3.123 -3.272 -3.380 -3.414 -3.328 -3.097 -2.745 -2.332 -1.911 -1.516 -1.156 -0.829 -0.524 -0.231
3.700 -1.816 -2.038 -2.254 -2.459 -2.647 -2.803 -2.903 -2.905 -2.784 -2.544 -2.207 -1.803 -1.370 -0.943 -0.544 -0.178  0.157
3.750 -1.174 -1.375 -1.581 -1.785 -1.975 -2.136 -2.241 -2.258 -2.171 -1.999 -1.769 -1.491 -1.163 -0.782 -0.368  0.046  0.436
3.800 -0.760 -0.864 -1.004 -1.162 -1.316 -1.447 -1.528 -1.538 -1.468 -1.332 -1.149 -0.935 -0.693 -0.419 -0.104  0.258  0.651
3.850 -0.633 -0.628 -0.637 -0.672 -0.726 -0.778 -0.806 -0.793 -0.732 -0.627 -0.484 -0.311 -0.112  0.109  0.356  0.634  0.951
3.900 -0.619 -0.581 -0.520 -0.435 -0.334 -0.237 -0.153 -0.078  0.001  0.092  0.205  0.341  0.500  0.682  0.887  1.118  1.375
3.950 -0.628 -0.587 -0.511 -0.382 -0.192  0.049  0.297  0.501  0.656  0.777  0.886  0.997  1.119  1.261  1.425  1.616  1.831
4.000 -0.624 -0.595 -0.526 -0.393 -0.177  0.125  0.481  0.831  1.116  1.322  1.469  1.587  1.694  1.809  1.938  2.093  2.270
4.050 -0.571 -0.563 -0.522 -0.412 -0.204  0.107  0.500  0.925  1.321  1.639  1.872  2.038  2.165  2.277  2.390  2.518  2.662










##     X          Y          Z         C/O       12C       14N     Alpha
 2   0.5   0.458685   0.041315       0.600       1.2       1.0       1.0

                                          log R
log T -7.000 -6.500 -6.000 -5.500 -5.000 -4.500 -4.000 -3.500 -3.000 -2.500 -2.000 -1.500 -1.000 -0.500  0.000  0.500  1.000
3.200 -3.909 -3.182 -2.539 -2.171 -2.040 -2.000 -1.987 -1.981 -1.977 -1.975 -1.972 -1.970 -1.968 -1.965 -1.962 -1.959 -1.956
3.250 -4.800 -4.655 -4.279 -3.659 -2.940 -2.329 -1.969 -1.829 -1.782 -1.764 -1.755 -1.750 -1.745 -1.741 -1.737 -1.732 -1.726
3.300 -4.741 -4.721 -4.693 -4.607 -4.354 -3.847 -3.162 -2.489 -1.988 -1.722 -1.619 -1.580 -1.562 -1.552 -1.544 -1.536 -1.527
3.350 -4.550 -4.627 -4.656 -4.642 -4.599 -4.517 -4.298 -3.828 -3.168 -2.490 -1.952 -1.622 -1.474 -1.414 -1.385 -1.366 -1.351
3.400 -4.082 -4.182 -4.296 -4.405 -4.483 -4.507 -4.471 -4.366 -4.122 -3.640 -2.983 -2.317 -1.792 -1.464 -1.303 -1.229 -1.188
3.450 -3.828 -3.847 -3.890 -3.953 -4.036 -4.126 -4.193 -4.199 -4.125 -3.956 -3.643 -3.158 -2.552 -1.943 -1.473 -1.186 -1.037
3.500 -3.822 -3.796 -3.764 -3.735 -3.722 -3.724 -3.730 -3.719 -3.669 -3.559 -3.370 -3.100 -2.753 -2.331 -1.841 -1.358 -0.991
3.550 -3.717 -3.762 -3.771 -3.750 -3.702 -3.626 -3.524 -3.392 -3.228 -3.035 -2.821 -2.586 -2.326 -2.035 -1.708 -1.348 -0.972
3.600 -3.246 -3.393 -3.520 -3.613 -3.658 -3.642 -3.552 -3.372 -3.103 -2.777 -2.439 -2.117 -1.818 -1.538 -1.258 -0.968 -0.664
3.650 -2.550 -2.754 -2.943 -3.114 -3.262 -3.371 -3.406 -3.320 -3.089 -2.736 -2.323 -1.902 -1.507 -1.148 -0.822 -0.519 -0.227
3.700 -1.815 -2.037 -2.252 -2.456 -2.643 -2.798 -2.896 -2.899 -2.777 -2.537 -2.201 -1.798 -1.365 -0.939 -0.540 -0.174  0.160
3.750 -1.174 -1.374 -1.581 -1.784 -1.974 -2.134 -2.239 -2.254 -2.167 -1.995 -1.764 -1.486 -1.159 -0.779 -0.366  0.048  0.438
3.800 -0.760 -0.864 -1.004 -1.162 -1.316 -1.446 -1.527 -1.536 -1.466 -1.329 -1.146 -0.932 -0.689 -0.416 -0.102  0.260  0.653
3.850 -0.632 -0.627 -0.637 -0.672 -0.726 -0.778 -0.805 -0.792 -0.731 -0.626 -0.482 -0.309 -0.110  0.111  0.358  0.636  0.953
3.900 -0.619 -0.581 -0.520 -0.435 -0.333 -0.237 -0.153 -0.077  0.001  0.093  0.206  0.342  0.502  0.684  0.889  1.119  1.377
3.950 -0.627 -0.587 -0.510 -0.382 -0.192  0.049  0.297  0.502  0.656  0.778  0.886  0.997  1.119  1.262  1.426  1.617  1.832
4.000 -0.624 -0.595 -0.526 -0.393 -0.177  0.125  0.482  0.831  1.116  1.323  1.470  1.587  1.694  1.809  1.939  2.093  2.271
4.050 -0.571 -0.563 -0.522 -0.411 -0.204  0.108  0.500  0.926  1.321  1.640  1.874  2.039  2.166  2.279  2.392  2.519  2.664










##     X          Y          Z         C/O       12C       14N     Alpha
 3   0.5   0.456712   0.043288       0.749       1.5       1.0       1.0

                                          log R
log T -7.000 -6.500 -6.000 -5.500 -5.000 -4.500 -4.000 -3.500 -3.000 -2.500 -2.000 -1.500 -1.000 -0.500  0.000  0.500  1.000
3.200 -4.090 -3.395 -2.758 -2.393 -2.264 -2.225 -2.212 -2.206 -2.202 -2.200 -2.197 -2.194 -2.190 -2.186 -2.181 -2.177 -2.174
3.250 -4.838 -4.729 -4.413 -3.848 -3.149 -2.539 -2.182 -2.043 -1.997 -1.979 -1.970 -1.965 -1.961 -1.956 -1.949 -1.942 -1.935
3.300 -4.755 -4.742 -4.726 -4.667 -4.465 -4.016 -3.364 -2.693 -2.190 -1.925 -1.823 -1.785 -1.768 -1.758 -1.749 -1.740 -1.729
3.350 -4.551 -4.633 -4.668 -4.661 -4.628 -4.568 -4.401 -3.996 -3.369 -2.692 -2.147 -1.816 -1.668 -1.608 -1.579 -1.560 -1.543
3.400 -4.070 -4.170 -4.286 -4.399 -4.485 -4.518 -4.492 -4.406 -4.211 -3.797 -3.179 -2.515 -1.979 -1.645 -1.481 -1.405 -1.362
3.450 -3.818 -3.833 -3.870 -3.931 -4.013 -4.105 -4.178 -4.194 -4.129 -3.974 -3.695 -3.263 -2.705 -2.113 -1.636 -1.341 -1.186
3.500 -3.817 -3.789 -3.754 -3.722 -3.703 -3.697 -3.696 -3.685 -3.640 -3.538 -3.360 -3.103 -2.774 -2.382 -1.932 -1.479 -1.118
3.550 -3.706 -3.755 -3.765 -3.742 -3.691 -3.611 -3.505 -3.368 -3.198 -3.001 -2.789 -2.561 -2.312 -2.031 -1.716 -1.373 -1.020
3.600 -3.227 -3.374 -3.504 -3.601 -3.648 -3.632 -3.539 -3.356 -3.084 -2.758 -2.419 -2.094 -1.796 -1.519 -1.246 -0.962 -0.666
3.650 -2.545 -2.746 -2.932 -3.101 -3.249 -3.358 -3.394 -3.308 -3.077 -2.724 -2.310 -1.890 -1.495 -1.136 -0.810 -0.509 -0.220
3.700 -1.814 -2.035 -2.250 -2.452 -2.636 -2.790 -2.887 -2.889 -2.767 -2.527 -2.193 -1.791 -1.359 -0.933 -0.534 -0.169  0.165
3.750 -1.174 -1.374 -1.580 -1.783 -1.972 -2.132 -2.235 -2.249 -2.161 -1.988 -1.757 -1.480 -1.153 -0.774 -0.362  0.051  0.441
3.800 -0.759 -0.863 -1.003 -1.161 -1.315 -1.445 -1.525 -1.534 -1.463 -1.326 -1.142 -0.927 -0.685 -0.412 -0.098  0.263  0.656
3.850 -0.632 -0.627 -0.637 -0.672 -0.726 -0.777 -0.805 -0.791 -0.730 -0.624 -0.480 -0.306 -0.107  0.114  0.361  0.640  0.956
3.900 -0.619 -0.581 -0.520 -0.434 -0.333 -0.236 -0.153 -0.077  0.002  0.094  0.207  0.343  0.503  0.685  0.891  1.121  1.379
3.950 -0.627 -0.586 -0.510 -0.381 -0.191  0.049  0.298  0.502  0.656  0.778  0.887  0.998  1.120  1.263  1.427  1.618  1.834
4.000 -0.624 -0.595 -0.526 -0.393 -0.176  0.125  0.482  0.832  1.117  1.324  1.471  1.588  1.695  1.810  1.940  2.095  2.272
4.050 -0.571 -0.563 -0.522 -0.411 -0.203  0.109  0.501  0.926  1.323  1.642  1.875  2.041  2.168  2.281  2.394  2.521  2.666










##     X          Y          Z         C/O       12C       14N     Alpha
 4   0.5   0.454739   0.045261       0.898       1.8       1.0       1.0

                                          log R
log T -7.000 -6.500 -6.000 -5.500 -5.000 -4.500 -4.000 -3.500 -3.000 -2.500 -2.000 -1.500 -1.000 -0.500  0.000  0.500  1.000
3.200 -4.541 -3.989 -3.395 -3.038 -2.913 -2.875 -2.863 -2.856 -2.851 -2.842 -2.824 -2.793 -2.756 -2.724 -2.703 -2.693 -2.688
3.250 -4.930 -4.899 -4.730 -4.339 -3.748 -3.159 -2.800 -2.664 -2.620 -2.603 -2.593 -2.581 -2.561 -2.529 -2.492 -2.460 -2.438
3.300 -4.786 -4.788 -4.796 -4.794 -4.718 -4.448 -3.930 -3.298 -2.788 -2.522 -2.422 -2.384 -2.365 -2.346 -2.318 -2.282 -2.243
3.350 -4.551 -4.641 -4.688 -4.694 -4.682 -4.662 -4.602 -4.391 -3.926 -3.296 -2.735 -2.392 -2.241 -2.178 -2.142 -2.108 -2.067
3.400 -4.047 -4.148 -4.266 -4.385 -4.482 -4.532 -4.523 -4.465 -4.347 -4.095 -3.650 -3.070 -2.532 -2.178 -2.001 -1.914 -1.855
3.450 -3.809 -3.817 -3.846 -3.897 -3.973 -4.065 -4.146 -4.178 -4.131 -3.997 -3.763 -3.421 -2.989 -2.509 -2.075 -1.778 -1.609
3.500 -3.812 -3.783 -3.745 -3.710 -3.685 -3.669 -3.654 -3.632 -3.587 -3.498 -3.338 -3.101 -2.797 -2.447 -2.069 -1.698 -1.386
3.550 -3.695 -3.748 -3.759 -3.735 -3.681 -3.598 -3.488 -3.346 -3.168 -2.963 -2.744 -2.519 -2.282 -2.017 -1.721 -1.401 -1.080
3.600 -3.209 -3.357 -3.489 -3.589 -3.639 -3.623 -3.528 -3.342 -3.068 -2.740 -2.399 -2.072 -1.771 -1.492 -1.223 -0.948 -0.662
3.650 -2.540 -2.738 -2.922 -3.089 -3.237 -3.346 -3.382 -3.297 -3.065 -2.712 -2.298 -1.878 -1.483 -1.123 -0.797 -0.495 -0.208
3.700 -1.813 -2.033 -2.247 -2.448 -2.631 -2.783 -2.879 -2.880 -2.757 -2.518 -2.184 -1.783 -1.352 -0.927 -0.528 -0.162  0.172
3.750 -1.174 -1.374 -1.579 -1.782 -1.970 -2.129 -2.231 -2.244 -2.155 -1.982 -1.751 -1.473 -1.147 -0.770 -0.358  0.055  0.445
3.800 -0.759 -0.863 -1.003 -1.161 -1.315 -1.444 -1.524 -1.532 -1.460 -1.322 -1.138 -0.923 -0.680 -0.407 -0.093  0.267  0.658
3.850 -0.632 -0.627 -0.637 -0.672 -0.725 -0.777 -0.804 -0.790 -0.728 -0.622 -0.478 -0.304 -0.105  0.117  0.364  0.642  0.958
3.900 -0.619 -0.580 -0.520 -0.434 -0.333 -0.236 -0.152 -0.076  0.003  0.095  0.208  0.345  0.505  0.687  0.892  1.123  1.381
3.950 -0.627 -0.586 -0.510 -0.381 -0.191  0.050  0.298  0.503  0.657  0.779  0.888  0.999  1.121  1.264  1.428  1.619  1.835
4.000 -0.624 -0.595 -0.526 -0.393 -0.176  0.126  0.483  0.833  1.118  1.325  1.472  1.589  1.696  1.811  1.941  2.096  2.273
4.050 -0.571 -0.563 -0.521 -0.411 -0.203  0.109  0.502  0.927  1.324  1.643  1.877  2.043  2.170  2.282  2.396  2.523  2.668










##     X          Y          Z         C/O       12C       14N     Alpha
 5   0.5   0.453424   0.046576       0.997       2.0       1.0       1.0

                                          log R
log T -7.000 -6.500 -6.000 -5.500 -5.000 -4.500 -4.000 -3.500 -3.000 -2.500 -2.000 -1.500 -1.000 -0.500  0.000  0.500  1.000
3.200 -5.353 -5.393 -5.436 -5.454 -5.417 -5.329 -5.199 -5.001 -4.677 -4.258 -3.827 -3.435 -3.106 -2.852 -2.660 -2.518 -2.421
3.250 -5.094 -5.158 -5.208 -5.238 -5.252 -5.250 -5.217 -5.146 -5.033 -4.837 -4.520 -4.125 -3.718 -3.340 -3.018 -2.755 -2.553
3.300 -4.855 -4.881 -4.921 -4.972 -5.024 -5.061 -5.063 -5.022 -4.951 -4.860 -4.724 -4.492 -4.149 -3.760 -3.391 -3.062 -2.776
3.350 -4.520 -4.625 -4.699 -4.741 -4.764 -4.786 -4.806 -4.805 -4.758 -4.654 -4.509 -4.336 -4.133 -3.878 -3.547 -3.189 -2.868
3.400 -4.012 -4.099 -4.203 -4.314 -4.416 -4.494 -4.529 -4.515 -4.457 -4.351 -4.185 -3.959 -3.705 -3.461 -3.236 -3.009 -2.756
3.450 -3.802 -3.807 -3.828 -3.864 -3.919 -3.987 -4.049 -4.081 -4.056 -3.957 -3.780 -3.531 -3.240 -2.942 -2.668 -2.429 -2.221
3.500 -3.810 -3.779 -3.740 -3.702 -3.673 -3.650 -3.622 -3.580 -3.513 -3.406 -3.246 -3.030 -2.765 -2.467 -2.158 -1.868 -1.615
3.550 -3.688 -3.743 -3.756 -3.731 -3.674 -3.590 -3.477 -3.332 -3.149 -2.935 -2.705 -2.468 -2.224 -1.963 -1.683 -1.387 -1.096
3.600 -3.198 -3.346 -3.480 -3.582 -3.633 -3.617 -3.521 -3.333 -3.058 -2.729 -2.387 -2.057 -1.752 -1.468 -1.194 -0.918 -0.635
3.650 -2.536 -2.733 -2.915 -3.081 -3.229 -3.339 -3.375 -3.290 -3.058 -2.705 -2.291 -1.870 -1.475 -1.115 -0.788 -0.484 -0.194
3.700 -1.812 -2.032 -2.245 -2.445 -2.627 -2.778 -2.873 -2.873 -2.751 -2.511 -2.179 -1.779 -1.348 -0.922 -0.524 -0.158  0.176
3.750 -1.173 -1.373 -1.579 -1.781 -1.969 -2.127 -2.228 -2.241 -2.151 -1.978 -1.746 -1.469 -1.143 -0.767 -0.356  0.057  0.447
3.800 -0.759 -0.863 -1.003 -1.161 -1.314 -1.443 -1.523 -1.530 -1.459 -1.320 -1.136 -0.920 -0.677 -0.404 -0.091  0.269  0.660
3.850 -0.632 -0.627 -0.637 -0.671 -0.725 -0.777 -0.803 -0.789 -0.727 -0.620 -0.476 -0.302 -0.103  0.119  0.366  0.644  0.960
3.900 -0.619 -0.580 -0.520 -0.434 -0.333 -0.236 -0.152 -0.076  0.003  0.096  0.209  0.346  0.506  0.688  0.894  1.124  1.382
3.950 -0.627 -0.586 -0.510 -0.381 -0.191  0.050  0.298  0.503  0.657  0.779  0.889  1.000  1.122  1.265  1.429  1.620  1.836
4.000 -0.624 -0.594 -0.526 -0.392 -0.176  0.126  0.483  0.833  1.118  1.325  1.472  1.590  1.697  1.812  1.942  2.096  2.274
4.050 -0.571 -0.563 -0.521 -0.410 -0.202  0.110  0.502  0.928  1.324  1.644  1.878  2.044  2.171  2.283  2.397  2.524  2.669










##     X          Y          Z         C/O       12C       14N     Alpha
 6   0.5   0.452108   0.047892       1.096       2.2       1.0       1.0

                                          log R
log T -7.000 -6.500 -6.000 -5.500 -5.000 -4.500 -4.000 -3.500 -3.000 -2.500 -2.000 -1.500 -1.000 -0.500  0.000  0.500  1.000
3.200 -2.696 -2.747 -2.721 -2.608 -2.476 -2.373 -2.308 -2.273 -2.256 -2.249 -2.246 -2.240 -2.225 -2.192 -2.136 -2.056 -1.960
3.250 -3.531 -3.029 -2.710 -2.628 -2.641 -2.620 -2.536 -2.437 -2.362 -2.320 -2.302 -2.295 -2.288 -2.272 -2.237 -2.176 -2.083
3.300 -4.516 -4.395 -4.144 -3.754 -3.285 -2.854 -2.631 -2.557 -2.487 -2.401 -2.328 -2.280 -2.257 -2.244 -2.225 -2.188 -2.126
3.350 -4.329 -4.374 -4.381 -4.333 -4.209 -3.973 -3.613 -3.158 -2.729 -2.459 -2.320 -2.217 -2.136 -2.078 -2.040 -2.011 -1.977
3.400 -3.965 -4.017 -4.073 -4.122 -4.150 -4.138 -4.053 -3.875 -3.597 -3.203 -2.734 -2.318 -2.057 -1.901 -1.800 -1.732 -1.683
3.450 -3.797 -3.797 -3.809 -3.828 -3.851 -3.868 -3.865 -3.821 -3.704 -3.497 -3.212 -2.857 -2.439 -2.002 -1.679 -1.488 -1.373
3.500 -3.807 -3.775 -3.734 -3.695 -3.662 -3.630 -3.588 -3.522 -3.417 -3.260 -3.042 -2.771 -2.460 -2.126 -1.784 -1.448 -1.188
3.550 -3.682 -3.739 -3.752 -3.726 -3.669 -3.582 -3.467 -3.319 -3.130 -2.907 -2.663 -2.405 -2.133 -1.842 -1.536 -1.220 -0.919
3.600 -3.187 -3.336 -3.471 -3.575 -3.628 -3.611 -3.514 -3.325 -3.048 -2.718 -2.375 -2.043 -1.732 -1.441 -1.155 -0.864 -0.567
3.650 -2.533 -2.728 -2.908 -3.074 -3.221 -3.331 -3.368 -3.283 -3.051 -2.698 -2.283 -1.863 -1.468 -1.107 -0.778 -0.471 -0.177
3.700 -1.811 -2.031 -2.243 -2.442 -2.623 -2.773 -2.868 -2.868 -2.745 -2.505 -2.173 -1.774 -1.344 -0.918 -0.520 -0.154  0.181
3.750 -1.173 -1.373 -1.578 -1.780 -1.968 -2.125 -2.226 -2.238 -2.148 -1.974 -1.742 -1.465 -1.139 -0.763 -0.353  0.059  0.449
3.800 -0.759 -0.863 -1.003 -1.160 -1.314 -1.443 -1.522 -1.529 -1.457 -1.318 -1.133 -0.917 -0.674 -0.401 -0.088  0.271  0.662
3.850 -0.632 -0.627 -0.637 -0.671 -0.725 -0.776 -0.803 -0.788 -0.726 -0.619 -0.475 -0.300 -0.101  0.121  0.368  0.646  0.962
3.900 -0.619 -0.580 -0.520 -0.434 -0.333 -0.236 -0.152 -0.075  0.004  0.097  0.210  0.347  0.507  0.690  0.895  1.126  1.383
3.950 -0.627 -0.586 -0.510 -0.381 -0.191  0.050  0.299  0.503  0.658  0.780  0.889  1.000  1.123  1.266  1.430  1.621  1.837
4.000 -0.624 -0.594 -0.525 -0.392 -0.176  0.126  0.483  0.833  1.118  1.326  1.473  1.590  1.698  1.813  1.943  2.097  2.274
4.050 -0.571 -0.563 -0.521 -0.410 -0.202  0.110  0.503  0.928  1.325  1.645  1.879  2.045  2.172  2.284  2.398  2.525  2.670










##     X          Y          Z         C/O       12C       14N     Alpha
 7   0.5   0.446847   0.053153       1.492       3.0       1.0       1.0

                                          log R
log T -7.000 -6.500 -6.000 -5.500 -5.000 -4.500 -4.000 -3.500 -3.000 -2.500 -2.000 -1.500 -1.000 -0.500  0.000  0.500  1.000
3.200 -2.184 -2.166 -2.134 -2.065 -1.992 -1.943 -1.917 -1.908 -1.909 -1.918 -1.929 -1.937 -1.935 -1.916 -1.874 -1.802 -1.697
3.250 -2.306 -2.135 -2.061 -2.035 -2.036 -2.035 -2.004 -1.971 -1.958 -1.966 -1.984 -2.003 -2.019 -2.025 -2.010 -1.966 -1.884
3.300 -4.062 -3.595 -3.016 -2.457 -2.066 -1.904 -1.881 -1.903 -1.910 -1.895 -1.887 -1.898 -1.922 -1.948 -1.962 -1.955 -1.915
3.350 -4.184 -4.200 -4.142 -3.929 -3.530 -2.993 -2.424 -1.959 -1.747 -1.709 -1.704 -1.684 -1.663 -1.658 -1.668 -1.681 -1.682
3.400 -3.870 -3.893 -3.920 -3.941 -3.934 -3.849 -3.618 -3.227 -2.712 -2.165 -1.731 -1.531 -1.454 -1.397 -1.352 -1.326 -1.316
3.450 -3.775 -3.759 -3.743 -3.723 -3.703 -3.681 -3.641 -3.549 -3.356 -3.044 -2.615 -2.105 -1.617 -1.295 -1.136 -1.039 -0.980
3.500 -3.797 -3.761 -3.716 -3.668 -3.620 -3.563 -3.480 -3.365 -3.216 -3.019 -2.766 -2.460 -2.108 -1.706 -1.271 -0.934 -0.960
3.550 -3.659 -3.723 -3.739 -3.711 -3.648 -3.555 -3.432 -3.272 -3.063 -2.810 -2.528 -2.234 -1.935 -1.627 -1.307 -0.976 -0.816
3.600 -3.148 -3.299 -3.440 -3.550 -3.606 -3.590 -3.489 -3.295 -3.015 -2.682 -2.332 -1.988 -1.658 -1.341 -1.030 -0.721 -0.446
